Table 2.5.5. Personal Consumption Expenditures by Function
Table 2.5.5. Personal Consumption Expenditures by Function
"Last Revised on: September 29, 2023"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
88,"                Spectator sports",---,---,---,---,---,---,---,---,---,---,---,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,1.0,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.4,1.6,1.8,2.1,2.3,2.4,2.7,3.1,3.5,3.3,3.3,3.4,3.7,4.5,4.8,5.3,5.6,6.4,6.8,7.4,8.9,9.2,10.1,10.7,11.6,12.2,13.5,14.2,15.0,15.7,17.3,19.0,19.6,19.1,19.7,20.5,20.9,22.2,23.4,23.4,24.7,27.1,29.1,31.4,13.5,20.7,30.6
89,"            Museums and libraries",---,---,---,---,---,---,---,---,---,---,---,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,1.9,2.1,2.3,2.4,2.5,2.5,2.6,2.9,3.3,3.8,4.1,4.8,5.2,5.6,6.4,6.5,6.2,6.3,6.3,6.5,7.1,7.5,8.5,9.3,9.6,10.0,11.5,11.6,12.7,9.3,11.8,13.4
90,"        Magazines, newspapers, books, and stationery",2.4,2.5,2.6,2.9,3.0,3.2,3.3,3.5,3.6,3.8,4.0,4.2,4.4,4.3,4.7,5.1,5.4,5.7,6.7,6.9,7.4,8.2,9.1,9.3,9.9,10.7,11.6,12.5,13.4,14.9,17.7,20.6,22.8,25.2,26.9,28.9,31.6,32.7,34.3,37.6,41.2,44.1,47.3,48.8,50.3,53.7,58.4,62.5,66.3,69.9,72.8,77.0,81.0,79.8,80.7,81.6,83.7,85.0,86.2,84.8,80.7,75.5,74.8,72.9,70.0,71.4,73.3,75.0,78.8,82.5,87.0,91.7,105.8,121.5,134.1
91,"        Gambling",0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.2,2.7,3.0,3.4,3.9,4.4,5.2,5.9,6.7,8.4,9.7,11.1,12.6,14.3,15.5,16.9,19.7,21.3,23.7,24.7,28.1,33.3,39.6,45.4,50.3,54.5,55.9,62.3,67.6,70.0,74.1,81.1,89.9,96.1,104.1,109.3,110.7,107.2,109.4,111.5,115.5,120.3,124.6,129.8,135.2,142.3,147.3,147.8,125.4,161.5,172.2
92,"        Pets, pet products, and related services",0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.3,1.5,1.7,1.8,2.1,2.4,2.7,3.0,3.1,3.7,4.4,4.8,5.5,6.1,6.5,7.2,8.4,9.7,10.3,11.3,12.2,13.5,13.7,14.8,16.0,17.2,18.8,19.6,20.6,22.5,24.9,27.3,30.0,32.5,34.5,37.0,39.7,41.9,44.6,47.9,52.3,57.2,62.6,68.9,73.0,73.7,76.2,80.0,84.3,88.4,93.8,99.3,104.8,110.6,115.4,122.3,134.9,156.3,172.0
93,"        Photographic goods and services",0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.2,1.3,1.3,1.5,1.7,1.9,2.2,2.4,2.7,3.1,3.3,3.7,4.2,4.9,5.4,5.7,6.7,6.8,7.5,8.4,9.1,9.5,9.9,11.2,12.2,12.9,14.0,15.2,16.1,16.7,16.7,16.6,16.8,17.5,18.0,18.6,18.8,18.6,19.2,19.5,19.7,19.3,19.0,19.0,18.7,17.7,16.7,16.9,16.5,15.3,15.2,14.4,14.4,14.0,14.2,14.0,13.3,13.0,13.1,13.6,11.8,13.4,14.3
94,"        Package tours14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.1,1.1,1.4,1.5,1.7,2.2,2.6,3.2,3.4,3.9,4.3,4.8,5.2,5.7,5.7,6.0,6.6,6.7,6.2,6.0,6.3,6.8,7.2,7.5,8.5,9.5,8.8,9.8,9.1,9.7,9.9,10.8,11.8,12.9,15.3,17.4,18.1,7.9,9.6,16.0
95,"    Education",1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.4,2.6,2.9,3.1,3.4,3.6,4.0,4.3,4.8,5.5,6.2,6.9,7.7,8.7,9.9,10.9,11.7,13.0,14.2,15.9,17.4,18.8,20.9,22.9,25.4,28.3,31.0,34.3,37.7,41.2,44.5,48.8,54.4,60.6,66.0,70.6,76.4,81.1,86.4,92.3,99.6,107.1,115.2,123.9,134.3,143.6,149.5,159.5,169.0,180.5,193.1,206.0,216.4,226.1,240.3,248.2,250.6,256.0,262.0,270.0,279.0,285.6,293.5,300.8,294.4,304.0,326.8
96,"        Educational books",0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.7,0.8,0.8,0.9,1.0,1.1,1.3,1.5,1.7,2.0,2.2,2.5,2.9,3.2,3.6,4.2,4.6,4.9,5.3,5.4,5.6,6.1,6.5,6.8,7.0,7.3,7.9,8.6,9.0,9.2,9.7,9.9,9.9,9.8,9.7,9.4,9.6,9.5,9.8,9.7,9.5,9.1,8.9,8.6,8.6,8.2,7.8,7.5,6.3,7.7,8.2
97,"        Higher education",0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.3,1.4,1.5,1.6,1.8,2.0,2.3,2.7,3.1,3.5,3.9,4.5,5.2,5.9,6.5,7.1,7.6,8.2,8.9,9.6,10.3,11.4,12.9,14.8,17.0,18.8,20.5,22.3,24.1,26.1,28.5,31.5,34.7,38.4,42.3,45.4,48.6,51.9,56.4,61.3,66.0,70.8,76.8,82.9,87.0,95.0,102.5,110.9,119.7,128.3,135.3,144.3,155.0,161.1,163.2,166.7,169.3,173.2,177.3,180.6,183.5,187.0,188.1,188.5,196.4
98,"        Nursery, elementary, and secondary schools",0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.4,1.4,1.6,1.7,1.8,2.0,2.2,2.4,2.7,2.9,3.3,3.9,4.4,4.6,4.8,5.6,6.0,6.7,7.0,7.2,7.9,8.7,9.5,10.0,10.9,11.9,13.6,14.8,15.6,16.7,17.3,18.1,19.2,20.1,20.7,21.5,22.8,24.1,25.7,26.9,27.7,28.6,29.6,31.0,32.8,34.2,35.0,35.6,35.9,36.5,37.8,39.0,41.2,44.2,45.8,48.2,49.4,47.3,50.3,55.9
99,"        Commercial and vocational schools15",0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.3,1.4,1.5,1.6,1.6,1.8,1.9,2.4,3.0,3.3,3.7,3.9,4.2,4.5,4.6,5.1,5.5,6.2,6.7,7.5,9.5,10.6,11.1,11.1,11.8,12.3,13.1,14.4,16.2,17.8,19.9,21.8,24.3,25.8,26.0,27.0,28.1,30.3,32.7,35.5,37.4,37.3,39.9,41.5,41.3,42.4,44.9,47.1,48.9,51.1,54.0,56.7,52.8,57.5,66.3
100,"    Food services and accommodations",12.6,12.4,12.7,15.0,16.0,16.5,16.6,17.0,17.7,18.5,18.7,19.7,20.5,21.0,22.3,23.3,24.9,27.2,29.6,31.0,34.6,37.5,41.6,43.8,48.9,54.8,60.6,68.8,77.8,85.7,97.1,110.9,121.7,133.9,142.5,153.6,164.9,174.3,186.7,204.4,225.8,242.6,262.7,273.4,286.3,298.4,308.3,316.1,326.6,343.4,361.8,380.3,408.8,419.7,436.3,462.7,498.2,533.6,570.6,601.5,620.2,612.7,635.7,669.5,704.9,732.6,776.8,833.4,870.5,913.2,960.7,1006.7,823.9,1051.8,1237.2
101,"        Food services",12.1,11.8,12.2,14.3,15.3,15.7,15.8,16.2,16.8,17.5,17.7,18.7,19.3,19.7,20.9,21.8,23.3,25.4,27.7,28.8,32.1,34.7,38.6,40.7,45.0,50.5,55.9,63.5,71.6,78.8,89.2,101.7,111.5,122.0,129.8,139.7,148.8,156.2,167.5,182.3,201.6,216.7,235.1,244.2,254.1,265.7,273.4,279.6,286.7,298.5,314.6,330.5,353.8,367.6,383.1,404.6,432.1,458.1,486.3,509.6,523.9,520.0,537.1,563.9,591.5,613.6,648.6,695.7,729.0,763.6,803.9,844.7,735.3,924.4,1060.3
102,"            Purchased meals and beverages16",11.0,10.8,11.1,12.7,13.6,14.1,14.4,14.9,15.6,16.3,16.4,17.5,18.1,18.5,19.6,20.5,21.9,23.9,25.9,26.8,30.2,32.7,36.5,38.7,43.0,48.3,53.2,60.4,68.0,75.0,85.0,96.7,105.9,115.9,123.3,133.3,142.4,150.0,161.5,176.6,195.6,210.2,228.3,237.3,247.1,258.4,265.9,271.8,278.7,290.3,306.2,321.8,344.9,358.4,373.6,394.4,421.2,446.0,472.3,494.9,508.9,504.4,521.8,547.1,574.4,595.7,629.5,674.9,705.9,738.9,778.0,818.1,711.5,898.8,1030.6
103,"            Food furnished to employees (including military)",1.0,1.0,1.1,1.6,1.8,1.7,1.5,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.8,1.9,2.0,2.1,2.1,2.0,2.0,2.2,2.7,3.2,3.6,3.7,4.3,4.9,5.5,6.2,6.5,6.4,6.4,6.2,6.0,5.7,6.1,6.5,6.8,6.9,7.1,7.3,7.5,7.8,8.0,8.2,8.4,8.7,8.9,9.1,9.5,10.2,10.9,12.1,13.9,14.7,15.0,15.6,15.3,16.8,17.1,17.9,19.1,20.8,23.1,24.7,25.9,26.6,23.8,25.7,29.7
104,"        Accommodations17",0.6,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.2,1.2,1.4,1.5,1.6,1.8,1.9,2.2,2.5,2.7,3.0,3.1,3.9,4.3,4.7,5.3,6.2,6.9,7.9,9.3,10.3,11.9,12.7,13.9,16.1,18.1,19.2,22.0,24.2,25.9,27.6,29.2,32.2,32.7,34.9,36.6,39.9,44.9,47.2,49.8,55.0,52.1,53.3,58.1,66.2,75.5,84.3,91.9,96.3,92.7,98.6,105.6,113.4,119.1,128.2,137.6,141.5,149.7,156.8,162.0,88.6,127.4,176.9
105,"    Financial services and insurance",4.6,4.8,5.4,6.2,6.6,7.5,8.3,9.2,10.0,10.6,11.2,12.1,13.2,14.3,14.8,15.5,17.2,18.8,20.6,22.1,25.2,27.7,30.1,33.1,37.1,39.9,44.1,51.8,56.8,65.1,76.7,83.6,91.7,98.5,113.7,141.0,150.8,178.2,187.7,189.5,202.9,222.3,230.8,250.1,277.0,314.0,327.9,347.0,372.1,408.9,446.1,484.6,541.9,529.3,539.0,574.2,619.3,676.8,719.5,762.7,777.5,720.5,768.0,811.1,830.9,870.8,925.6,976.8,996.1,1073.2,1130.9,1132.8,1148.9,1224.1,1252.5
106,"        Financial services",1.8,1.8,2.2,2.3,2.4,2.8,3.3,3.8,4.1,4.3,4.6,5.3,5.7,6.3,6.4,6.6,7.5,8.2,9.2,10.4,11.8,13.3,14.4,16.0,17.7,18.8,21.8,27.9,29.7,33.1,39.2,43.1,47.8,50.6,59.4,82.3,84.2,105.2,114.9,117.4,117.5,122.6,119.0,126.2,143.7,166.1,178.8,193.5,213.5,239.5,265.6,295.1,335.7,317.6,323.8,343.2,371.4,404.7,441.5,474.5,491.3,452.2,479.0,506.1,534.3,563.3,586.7,622.1,638.0,674.6,695.6,711.2,724.0,780.3,807.1
107,"            Financial services furnished without payment",1.1,1.2,1.3,1.4,1.5,1.9,2.1,2.4,2.7,2.8,2.8,3.1,3.5,3.6,3.8,3.8,4.3,4.6,5.1,5.7,6.4,8.3,10.0,10.8,11.9,13.6,16.8,21.9,22.5,25.5,30.3,32.9,34.3,35.1,40.0,57.8,58.5,74.5,76.4,74.8,76.6,76.3,70.5,71.7,81.5,93.6,105.0,111.6,119.5,132.1,140.6,146.2,161.0,154.6,155.6,169.2,184.9,203.3,217.2,230.8,233.5,204.4,226.0,233.1,236.1,250.0,264.2,299.6,314.9,341.1,354.0,359.1,355.8,361.8,389.5
108,"            Financial service charges, fees, and commissions",0.7,0.7,0.9,0.9,0.9,0.9,1.2,1.4,1.4,1.5,1.8,2.2,2.2,2.7,2.6,2.9,3.1,3.5,4.1,4.7,5.3,5.0,4.4,5.3,5.8,5.2,5.0,6.1,7.2,7.6,9.0,10.2,13.5,15.5,19.4,24.4,25.8,30.7,38.5,42.7,40.9,46.3,48.5,54.5,62.3,72.4,73.8,81.9,94.0,107.4,125.0,148.9,174.6,163.1,168.2,174.0,186.5,201.4,224.3,243.8,257.8,247.8,253.0,273.0,298.1,313.3,322.6,322.5,323.2,333.6,341.6,352.1,368.2,418.6,417.5
109,"        Insurance",2.8,2.9,3.3,3.9,4.2,4.7,5.0,5.4,5.8,6.3,6.6,6.8,7.5,8.0,8.4,8.8,9.7,10.6,11.3,11.8,13.4,14.4,15.7,17.1,19.4,21.2,22.2,23.9,27.0,32.0,37.5,40.4,43.9,47.9,54.3,58.7,66.5,73.0,72.8,72.1,85.4,99.8,111.7,123.8,133.3,147.9,149.1,153.5,158.5,169.4,180.5,189.5,206.3,211.7,215.3,231.0,248.0,272.2,278.0,288.2,286.1,268.3,289.0,304.9,296.7,307.5,338.8,354.7,358.1,398.6,435.3,421.6,424.9,443.7,445.4
110,"            Life insurance18",1.5,1.6,1.8,1.9,2.0,2.1,2.2,2.4,2.8,3.0,3.2,3.2,3.6,3.7,3.9,4.1,4.6,5.1,5.3,5.4,5.9,6.3,6.9,6.9,7.5,8.4,9.1,10.0,11.9,13.3,15.3,16.9,19.1,20.5,22.8,23.5,25.0,28.3,28.8,28.1,33.5,38.6,42.3,51.8,53.6,59.2,54.6,54.3,52.0,55.2,56.0,56.9,65.0,61.9,58.8,60.4,72.1,79.0,84.1,87.5,86.7,78.0,78.3,82.3,81.7,82.1,85.8,88.3,74.8,93.1,96.1,93.3,91.8,93.8,99.2
111,"            Net household insurance19",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,1.0,1.2,1.3,1.3,1.4,1.5,1.6,1.7,1.9,2.1,2.4,2.6,2.5,2.4,2.3,2.3,2.5,2.6,2.9,2.9,3.4,3.6,3.8,4.2,4.3,4.9,5.8,6.2,6.1,7.4,7.9,7.1,7.3,7.5,7.4,8.3,10.0,11.1,12.1,12.7,12.7,13.4,13.9,14.1,14.6
112,"            Net health insurance",0.8,0.8,0.8,0.9,1.0,1.2,1.3,1.4,1.3,1.5,1.5,1.7,1.8,2.0,2.1,2.2,2.4,2.6,2.9,2.9,3.8,4.1,4.4,5.2,6.3,6.7,6.9,7.3,8.1,10.5,12.9,13.0,13.6,15.5,18.9,21.5,26.5,28.4,25.6,23.6,29.1,36.6,43.4,45.2,50.1,56.0,59.3,62.0,66.9,73.5,80.8,85.7,94.4,101.1,106.5,116.7,116.5,129.4,130.6,131.3,129.1,122.4,143.0,153.3,145.8,154.1,177.0,187.1,200.2,215.2,248.9,231.9,238.0,241.4,236.1
113,"                Medical care and hospitalization20",---,---,---,---,---,---,---,---,---,---,---,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.3,2.0,1.9,2.1,2.6,3.5,3.6,3.6,3.2,3.6,5.4,6.4,7.2,7.6,9.1,11.8,14.5,18.9,20.6,16.5,14.1,18.9,26.0,31.8,34.1,38.4,43.5,47.0,49.2,52.1,56.2,63.4,68.6,75.5,80.7,86.5,97.7,97.5,106.9,106.2,105.0,102.9,98.7,117.7,127.2,119.1,125.4,145.6,151.7,164.3,176.5,207.3,189.1,198.5,212.5,205.8
114,"                Income loss21",---,---,---,---,---,---,---,---,---,---,---,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1.0,1.2,1.1,1.3,1.6,1.7,1.7,2.2,2.2,2.4,3.4,2.3,1.9,1.9,2.5,2.1,2.1,2.1,2.4,2.2,2.5,2.4,2.6,1.8,2.1,1.5,1.8,1.4,1.1,1.2,1.3,1.5,1.7,1.9,2.0,2.1,2.2,2.3,2.5,2.6,2.7,2.7,2.6,2.8,2.9,2.9,3.0,3.2,3.2,3.4,3.5,3.7,3.8,4.0,4.3
115,"                Workers' compensation22",---,---,---,---,---,---,---,---,---,---,---,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.3,1.4,1.6,1.9,2.3,2.7,3.1,3.6,4.1,4.5,4.6,5.0,5.5,5.7,6.7,7.2,7.7,8.3,9.0,9.2,9.5,11.1,10.5,11.5,13.7,16.2,16.0,15.6,17.2,18.5,18.0,16.8,16.8,20.2,21.9,23.6,23.4,21.1,22.7,23.3,23.9,25.7,28.4,32.3,32.6,35.3,38.1,39.0,35.8,25.0,26.0
116,"            Net motor vehicle and other transportation insurance23",0.4,0.5,0.6,1.0,1.1,1.3,1.4,1.5,1.6,1.6,1.7,1.9,2.0,2.1,2.2,2.3,2.5,2.6,2.9,3.2,3.5,3.7,4.1,4.6,5.1,5.6,5.7,5.9,6.4,7.3,8.3,9.3,10.0,10.5,11.2,12.2,13.4,14.7,16.6,18.3,20.4,22.1,23.5,24.4,27.3,30.4,32.8,34.5,36.7,37.8,40.4,43.2,43.1,44.4,45.7,49.1,53.5,57.6,57.2,62.0,62.4,60.8,60.3,61.8,61.7,63.0,66.0,68.2,71.1,77.6,77.6,83.0,81.2,94.4,95.6
117,"    Other goods and services",11.7,11.8,12.2,13.3,14.3,15.0,15.4,16.3,17.5,18.8,19.9,21.4,22.4,23.7,24.9,26.2,27.8,30.2,33.3,35.8,38.6,41.0,44.3,47.0,51.0,56.9,62.2,67.8,76.3,83.8,93.2,100.4,110.7,121.2,127.8,143.4,157.7,173.3,190.0,208.2,225.4,245.7,262.3,268.0,290.1,304.5,316.9,332.7,350.8,368.4,393.7,429.4,458.5,477.9,496.8,526.5,559.1,589.5,624.5,657.6,667.9,666.4,687.2,712.1,725.4,742.6,770.6,805.7,833.1,869.5,902.8,938.4,906.7,1037.8,1121.2
118,"        Personal care24",2.6,2.6,2.8,3.0,3.3,3.5,3.8,4.2,4.7,5.1,5.5,5.9,6.3,6.9,7.5,7.9,8.5,9.2,10.2,11.2,12.1,12.5,13.2,13.5,14.3,15.8,17.2,18.8,20.6,23.5,26.1,28.6,30.8,33.1,34.5,39.9,43.3,47.5,51.9,56.7,62.5,67.4,72.4,71.7,77.0,81.6,87.3,93.8,99.7,106.2,113.7,122.6,132.2,137.5,143.3,152.5,164.5,175.4,185.8,194.5,200.1,198.2,206.7,215.4,222.8,228.6,238.5,248.0,254.9,264.3,278.9,292.9,251.6,295.4,336.0
119,"        Personal items25",2.2,2.1,2.1,2.3,2.5,2.6,2.6,2.8,2.9,2.9,3.0,3.1,3.1,3.1,3.3,3.5,3.9,4.3,5.0,5.4,6.0,6.4,6.7,7.4,8.0,9.6,11.0,12.5,14.9,16.4,18.0,18.6,20.2,21.0,20.3,22.8,25.8,27.5,31.5,34.3,37.0,38.8,40.0,40.1,42.2,44.7,46.9,48.7,50.9,51.0,54.3,59.7,63.7,61.5,63.4,67.8,73.9,78.8,85.7,90.6,87.8,81.6,84.6,92.6,95.2,95.5,96.3,97.5,96.4,95.6,98.2,100.0,98.0,132.7,141.8
120,"        Social services and religious activities26",0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.6,1.6,1.7,1.7,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.9,4.4,5.1,5.5,5.9,6.5,7.5,8.6,10.0,11.9,14.0,16.1,17.9,19.6,21.8,25.1,28.0,31.4,33.9,38.6,41.2,43.5,47.5,51.1,54.4,58.1,61.1,64.6,69.3,74.4,81.1,88.4,93.4,98.6,104.1,110.2,116.8,124.6,129.9,133.3,139.0,143.4,148.1,155.2,165.2,175.9,186.6,199.7,211.0,223.1,223.9,253.2,272.5
121,"        Professional and other services",2.1,2.2,2.3,2.6,2.7,2.9,3.0,3.2,3.4,3.7,4.0,4.3,4.5,4.9,5.1,5.5,5.8,6.2,6.9,7.3,7.8,8.6,9.7,10.4,11.4,12.7,14.0,14.9,16.5,18.3,20.7,22.1,24.8,28.2,30.8,33.6,37.5,42.4,46.4,51.1,57.3,62.2,67.7,70.2,75.3,78.4,80.9,82.8,87.6,92.8,100.1,107.2,113.0,120.9,126.6,137.1,143.0,148.4,155.3,163.6,166.0,158.9,158.9,163.6,164.3,167.0,172.4,180.1,185.5,194.9,198.6,206.0,212.3,232.0,248.4
122,"            Legal services",---,---,---,---,---,---,---,---,---,---,---,2.0,2.0,2.3,2.4,2.6,2.8,3.0,3.4,3.6,3.8,4.2,5.0,5.5,6.0,7.0,7.7,8.0,8.8,9.7,11.1,11.7,13.2,15.5,17.2,18.9,21.5,24.6,27.3,30.9,34.7,37.7,41.0,41.8,44.9,46.2,47.0,47.4,50.6,53.9,57.9,62.2,65.4,70.1,73.9,79.3,81.5,83.8,87.0,90.5,91.0,87.6,87.4,91.0,91.1,90.6,92.7,95.6,97.4,104.0,104.9,108.3,109.4,118.7,122.6
123,"            Accounting and other business services27",---,---,---,---,---,---,---,---,---,---,---,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.5,1.7,1.9,2.1,2.2,2.3,2.4,2.9,3.1,3.5,3.7,4.0,4.8,5.7,6.5,7.1,7.7,8.6,9.9,10.2,11.0,12.0,13.8,15.5,17.2,18.6,20.0,21.9,24.4,25.0,27.0,29.7,31.0,28.0,27.9,28.5,28.8,30.6,33.1,36.5,38.8,39.9,42.6,45.5,49.8,55.2,64.2
124,"            Labor organization dues",---,---,---,---,---,---,---,---,---,---,---,0.7,0.7,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.5,1.7,2.0,2.2,2.5,2.8,3.1,3.5,4.0,4.4,4.9,5.0,5.5,6.0,6.6,6.9,7.4,7.8,8.3,8.7,9.1,9.3,9.5,9.8,10.1,10.6,10.3,10.3,10.2,10.2,10.0,10.4,10.7,10.9,11.4,11.9,12.5,12.5,12.3,12.1,12.2,12.4,12.7,13.1,13.5,13.9,14.4,14.8,14.7,15.2,16.1
125,"            Professional association dues",---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.6,0.8,0.8,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2.0,2.2,2.4,2.5,2.6,2.8,2.9,3.1,3.2,3.4,3.7,4.1,4.5,4.9,5.4,5.8,6.0,6.5,7.1,7.5,7.4,7.5,7.7,8.0,8.4,8.7,9.0,9.0,9.4,10.6,10.6,11.2,10.1,10.9,11.5
126,"            Funeral and burial services",---,---,---,---,---,---,---,---,---,---,---,1.4,1.5,1.5,1.6,1.7,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.5,2.6,2.7,2.8,2.9,3.3,3.5,3.8,4.0,4.5,4.8,5.1,5.4,6.0,6.8,7.1,7.5,8.3,8.8,9.5,10.1,11.0,11.5,11.6,12.4,12.7,13.0,14.3,15.1,15.8,17.1,17.3,19.7,20.3,22.2,22.9,24.0,24.2,23.4,23.6,23.9,23.9,24.6,24.9,25.9,26.3,26.5,26.2,26.2,28.4,31.9,34.1
127,"        Tobacco",4.0,4.1,4.3,4.5,4.9,5.1,4.9,5.1,5.3,5.7,6.0,6.6,6.9,7.1,7.2,7.5,7.6,8.1,8.5,8.9,9.4,9.8,10.8,11.3,12.2,13.2,14.1,15.1,16.8,17.0,18.3,19.2,20.9,22.8,24.3,27.5,29.2,30.8,32.2,34.5,34.7,38.6,41.0,42.4,48.0,48.7,47.3,49.2,51.4,53.8,56.4,65.5,68.5,69.7,70.1,70.5,73.7,76.7,81.0,84.3,84.2,94.3,97.9,97.1,95.0,96.4,98.2,104.2,109.7,115.0,116.1,116.4,120.8,124.5,122.4
128,"    Net foreign travel and expenditures abroad by U.S. residents",0.3,0.6,0.7,0.9,1.1,1.5,1.5,1.6,1.7,1.7,1.9,2.0,2.1,2.0,2.3,2.5,2.6,2.9,3.1,3.8,3.7,4.0,4.5,4.8,5.2,4.7,4.7,4.4,3.8,4.3,4.3,4.1,3.5,0.4,2.5,5.4,6.6,7.7,3.3,6.1,2.8,-3.7,-7.7,-15.2,-20.0,-20.7,-17.6,-21.9,-25.2,-22.5,-17.3,-21.2,-21.1,-11.6,-5.8,1.5,2.6,1.1,6.7,1.7,-3.2,0.0,-12.1,-17.7,-22.2,-43.1,-44.2,-50.6,-45.1,-36.5,-24.5,-10.6,-14.1,11.4,42.2
129,"        Foreign travel by U.S. residents",0.7,0.9,0.9,0.9,1.0,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.3,2.3,2.6,2.8,3.0,3.3,3.6,4.2,4.2,4.7,5.4,5.9,6.8,7.3,8.1,8.8,9.4,10.3,11.1,12.1,13.3,15.0,16.5,18.4,26.1,27.9,27.8,33.9,37.3,38.4,42.7,41.7,45.9,48.7,53.3,54.3,57.8,63.8,67.7,65.7,73.6,72.3,70.9,74.3,83.9,90.1,98.3,103.3,107.9,103.5,111.9,117.0,125.0,121.8,130.0,137.1,143.2,155.9,168.3,179.5,49.1,73.7,170.0
130,"        Less: Expenditures in the United States by nonresidents",0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.4,1.6,1.8,1.8,2.0,2.3,2.7,2.9,3.3,4.0,4.6,5.4,6.5,7.0,8.1,9.4,11.6,16.6,16.7,15.7,22.4,23.3,27.5,30.9,37.1,44.8,53.0,59.2,66.9,70.6,72.2,77.7,84.7,89.0,88.0,90.4,98.2,87.7,80.9,78.2,87.1,95.0,98.0,108.9,119.1,112.6,132.3,144.3,156.1,173.2,182.6,195.0,195.3,199.4,203.2,201.5,74.3,73.4,139.3
131,"        Net expenditures abroad by U.S. residents",0.0,0.2,0.2,0.5,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,1.0,1.1,1.3,1.4,1.5,1.7,1.8,1.9,1.7,1.4,1.2,1.1,0.9,1.0,1.2,1.4,1.8,2.1,2.7,2.7,2.8,3.2,3.0,3.1,2.5,2.7,2.6,2.3,1.0,1.1,1.3,1.6,1.7,2.7,3.0,3.4,3.5,3.8,4.3,5.5,5.8,5.9,6.4,7.3,7.9,9.0,8.4,9.6,8.9,8.3,8.4,7.3,7.0,7.0,10.5,11.5,11.1,11.1,11.5
